date,open,high,low,close,volume,daily_return,weekly_return,month,monthly_return
2024-11-08,214.16,216.7,212.7809,213.72,3201038.0,0.0007023458350892131,0.04258744328991648,2024-11,-0.08425311112088298
2024-11-07,213.64,214.5199,211.93,213.69,3675812.0,-0.00014037057832683164,0.02248911431168943,2024-11,-0.08425311112088298
2024-11-06,213.48,214.33,210.37,213.6,3934386.0,-0.0004211708549768378,0.01270623933244841,2024-11,-0.08425311112088298
2024-11-05,206.17,208.115,205.57,207.57,2441535.0,-0.028230337078651746,-0.015602769610167933,2024-11,-0.08425311112088298
2024-11-04,207.65,207.7,205.8,206.32,2594119.0,-0.0060220648455943104,-0.0339467153626446,2024-11,-0.08425311112088298
2024-11-01,207.77,209.84,207.41,208.25,3334308.0,0.009354400930593254,-0.025594235448250013,2024-11,-0.08425311112088298
2024-10-31,204.13,208.13,203.51,206.72,5925250.0,-0.007346938775510181,-0.032617342879872724,2024-10,0.061097136222910194
2024-10-30,209.48,211.12,204.26,204.9,6956624.0,-0.00880417956656343,-0.04073033707865159,2024-10,0.061097136222910194
2024-10-29,211.99,213.34,209.85,210.43,5258366.0,0.026988775012201094,0.01377848436671969,2024-10,0.061097136222910194
2024-10-28,215.5,216.25,212.7,212.91,4993343.0,0.011785391816756086,0.03194067468010853,2024-10,0.061097136222910194
2024-10-25,216.8,218.65,214.385,214.67,8482235.0,0.008266403644732412,0.030828331332533043,2024-10,0.061097136222910194
2024-10-24,220.8,221.32,216.16,218.39,11193440.0,0.017328923463921342,0.056453173374612975,2024-10,0.061097136222910194
2024-10-23,230.41,233.34,230.26,232.75,5791002.0,0.06575392646183431,0.13591996095656422,2024-10,0.061097136222910194
2024-10-22,231.99,232.97,230.67,232.25,3180807.0,-0.002148227712137518,0.10369243929097549,2024-10,0.061097136222910194
2024-10-21,231.21,232.42,230.26,231.75,2733336.0,-0.0021528525296017342,0.08848809356065934,2024-10,0.061097136222910194
2024-10-18,231.92,232.6499,230.17,232.2,4715688.0,0.0019417475728153999,0.08166022266734996,2024-10,0.061097136222910194
2024-10-17,232.0,233.145,230.655,232.88,5040092.0,0.002928509905254062,0.06634919181281207,2024-10,0.061097136222910194
2024-10-16,232.11,233.88,231.12,233.67,2846669.0,0.0033923050498110285,0.0039527389903328825,2024-10,0.061097136222910194
2024-10-15,236.4,237.37,232.71,232.96,3350556.0,-0.0030384730602985854,0.003057050592034427,2024-10,0.061097136222910194
2024-10-14,233.57,236.12,233.17,235.26,2524389.0,0.009872939560439553,0.015145631067961185,2024-10,0.061097136222910194
2024-10-11,233.25,233.44,230.46,233.26,3469322.0,-0.008501232678738369,0.004565030146425508,2024-10,0.061097136222910194
2024-10-10,235.1,235.83,231.81,233.02,3142031.0,-0.0010288947955070515,0.0006011679835109529,2024-10,0.061097136222910194
2024-10-09,229.2,234.95,228.5,234.3,5083566.0,0.005493090721826466,0.0026961098985749388,2024-10,0.061097136222910194
2024-10-08,228.11,229.345,227.0401,228.62,3245342.0,-0.024242424242424288,-0.01862980769230771,2024-10,0.061097136222910194
2024-10-07,225.38,227.67,225.02,227.12,3457952.0,-0.006561105765024888,-0.03460001700246529,2024-10,0.061097136222910194
2024-10-04,223.75,226.08,223.27,226.0,3554328.0,-0.004931313842902463,-0.031124067564091584,2024-10,0.061097136222910194
2024-10-03,219.5,222.83,219.27,222.72,3788265.0,-0.014513274336283244,-0.04420221440219729,2024-10,0.061097136222910194
2024-10-02,218.31,220.2,215.798,219.73,3343399.0,-0.013424928160919558,-0.06218523260776787,2024-10,0.061097136222910194
2024-10-01,220.63,221.1,215.9,219.35,3548374.0,-0.0017293951667955998,-0.040547633627854074,2024-10,0.061097136222910194
2024-09-30,220.65,221.32,219.02,221.08,3544264.0,0.007886938682470923,-0.026593871081366682,2024-09,-0.08956034014836263
2024-09-27,223.0,224.15,220.77,220.84,3830335.0,-0.0010855798805862182,-0.022831858407079686,2024-09,-0.08956034014836263
2024-09-26,222.11,224.0,221.355,223.43,2673210.0,0.01172794783553699,0.0031878591954024316,2024-09,-0.08956034014836263
2024-09-25,221.17,221.85,220.16,221.23,2537751.0,-0.009846484357517005,0.006826559868930104,2024-09,-0.08956034014836263
2024-09-24,219.78,221.19,218.16,220.97,3184114.0,-0.0011752474799981982,0.00738545703214033,2024-09,-0.08956034014836263
2024-09-23,218.0,220.62,217.27,220.5,4074755.0,-0.002126985563651207,-0.0026234847114167126,2024-09,-0.08956034014836263
2024-09-20,214.33,217.85,213.74,217.7,9958980.0,-0.012698412698412764,-0.014218438688643475,2024-09,-0.08956034014836263
2024-09-19,218.01,218.48,210.37,213.89,5279559.0,-0.0175011483693156,-0.04269793671395972,2024-09,-0.08956034014836263
2024-09-18,214.13,216.86,213.59,214.94,3482764.0,0.004909065407452395,-0.028431948650725403,2024-09,-0.08956034014836263
2024-09-17,217.25,218.84,213.0,214.13,5635210.0,-0.0037684935330790648,-0.03095442820292349,2024-09,-0.08956034014836263
2024-09-16,215.88,217.9,215.52,217.16,4176257.0,0.01415028253864481,-0.015147392290249417,2024-09,-0.08956034014836263
2024-09-13,212.48,216.09,212.13,214.79,4572344.0,-0.010913612083256585,-0.01336701883325675,2024-09,-0.08956034014836263
2024-09-12,210.0,212.65,208.265,211.61,4616446.0,-0.014805158526933204,-0.010659684884753773,2024-09,-0.08956034014836263
2024-09-11,207.76,210.12,203.04,209.89,5554309.0,-0.00812816029488217,-0.023494928817344385,2024-09,-0.08956034014836263
2024-09-10,204.2,205.83,202.87,205.32,3070644.0,-0.021773309828957976,-0.04114323074767667,2024-09,-0.08956034014836263
2024-09-09,201.94,205.05,201.43,203.53,3705004.0,-0.00871809857782968,-0.06276478172775835,2024-09,-0.08956034014836263
2024-09-06,202.38,204.1,199.335,200.74,3304491.0,-0.013708052866899134,-0.06541272871176496,2024-09,-0.08956034014836263
2024-09-05,204.08,205.95,200.96,202.59,3229345.0,0.009215901165686935,-0.042625584802230554,2024-09,-0.08956034014836263
2024-09-04,200.76,204.36,200.5,204.11,3111332.0,0.007502838244730858,-0.027538234313211563,2024-09,-0.08956034014836263
2024-09-03,201.91,204.72,200.21,201.28,3874697.0,-0.013865072754887131,-0.019676602376777708,2024-09,-0.08956034014836263
2024-08-30,199.11,202.17,198.73,202.13,4750999.0,0.004222972972973027,-0.006878592836436881,2024-08,-0.06169296987087518
2024-08-29,199.3,201.12,198.27,198.9,2989594.0,-0.015979814970563444,-0.00916608548371034,2024-08,-0.06169296987087518
2024-08-28,199.0,200.0,197.49,198.46,2645244.0,-0.002212166918049263,-0.020386001283380195,2024-08,-0.06169296987087518
2024-08-27,197.44,199.4,196.97,198.73,2617229.0,0.001360475662602001,-0.026358336191269482,2024-08,-0.06169296987087518
2024-08-26,196.0,198.345,195.9,197.98,2567217.0,-0.0037739646756906886,-0.01639507154213038,2024-08,-0.06169296987087518
2024-08-23,196.79,197.38,194.39,196.1,2321961.0,-0.00949590867764416,-0.02983228615247613,2024-08,-0.06169296987087518
2024-08-22,197.25,197.92,195.57,195.96,1969496.0,-0.0007139214686383566,-0.014781297134238258,2024-08,-0.06169296987087518
2024-08-21,195.97,197.33,194.115,197.21,2579343.0,0.006378852827107595,-0.006298498437972366,2024-08,-0.06169296987087518
2024-08-20,194.59,196.21,193.75,196.03,1790371.0,-0.005983469398103569,-0.013586272832486257,2024-08,-0.06169296987087518
2024-08-19,193.84,195.525,193.715,194.73,2361378.0,-0.006631638014589658,-0.016415799575714707,2024-08,-0.06169296987087518
2024-08-16,193.58,194.35,192.86,193.78,2494472.0,-0.004878549786884401,-0.011830698623151448,2024-08,-0.06169296987087518
2024-08-15,193.51,194.25,193.28,193.95,2471985.0,0.0008772835173906923,-0.010257195345989123,2024-08,-0.06169296987087518
2024-08-14,191.15,193.09,190.73,192.32,1895114.0,-0.00840422789378703,-0.02479590284468336,2024-08,-0.06169296987087518
2024-08-13,190.29,191.31,189.21,190.99,2178862.0,-0.006915557404326034,-0.02571035045656278,2024-08,-0.06169296987087518
2024-08-12,191.25,191.5761,189.0001,189.48,2290421.0,-0.00790617309806807,-0.026960406716992735,2024-08,-0.06169296987087518
2024-08-09,191.18,192.63,189.04,191.45,2773706.0,0.010396875659700155,-0.012023944679533605,2024-08,-0.06169296987087518
2024-08-08,187.5,192.88,187.0,192.61,3712698.0,0.006059023243666806,-0.006908997164217445,2024-08,-0.06169296987087518
2024-08-07,188.08,189.87,186.7,186.8,3801942.0,-0.03016458127823063,-0.028702163061563923,2024-08,-0.06169296987087518
2024-08-06,184.7,188.9,183.64,186.8,3632517.0,0.0,-0.021938321378082604,2024-08,-0.06169296987087518
2024-08-05,184.55,185.255,181.81,183.31,4975002.0,-0.018683083511777387,-0.032562803462106715,2024-08,-0.06169296987087518
2024-08-02,188.78,189.26,185.7,189.12,4548824.0,0.031694942992744446,-0.012170279446330534,2024-08,-0.06169296987087518
2024-08-01,192.81,193.635,188.29,189.66,4085354.0,0.0028553299492384276,-0.015315923368464879,2024-08,-0.06169296987087518
2024-07-31,191.0,194.5499,189.99,192.14,5558405.0,0.013076030791943527,0.0285867237687365,2024-07,-0.08868533361090868
2024-07-30,191.48,192.77,189.09,191.04,3064978.0,-0.005724992193192446,0.022698072805139136,2024-07,-0.08868533361090868
2024-07-29,193.18,193.29,189.18,191.5,3336806.0,0.0024078726968175257,0.044678413616278334,2024-07,-0.08868533361090868
2024-07-26,190.51,193.57,189.622,191.75,4294875.0,0.0013054830287206887,0.013906514382402646,2024-07,-0.08868533361090868
2024-07-25,186.8,196.26,185.3,191.98,9532802.0,0.0011994784876139253,0.012232415902140747,2024-07,-0.08868533361090868
2024-07-24,184.14,185.0714,183.145,184.02,6962071.0,-0.041462652359620655,-0.04226085146247516,2024-07,-0.08868533361090868
2024-07-23,184.36,185.38,183.01,184.1,2180225.0,0.00043473535485261117,-0.036327470686767116,2024-07,-0.08868533361090868
2024-07-22,183.4,184.97,182.86,184.15,2488525.0,0.00027159152634448347,-0.03838120104438636,2024-07,-0.08868533361090868
2024-07-19,186.33,187.0,181.95,183.25,3816039.0,-0.004887320119467908,-0.044328552803129084,2024-07,-0.08868533361090868
2024-07-18,186.64,189.47,185.1,185.22,3487808.0,0.010750341064120095,-0.03521200125013013,2024-07,-0.08868533361090868
2024-07-17,185.44,187.94,185.07,187.45,4225302.0,0.012039736529532385,0.018639278339310783,2024-07,-0.08868533361090868
2024-07-16,184.67,186.6,184.52,185.81,3374526.0,-0.008748999733262153,0.009288430200977693,2024-07,-0.08868533361090868
2024-07-15,183.38,184.9,182.6,182.88,2925794.0,-0.01576879608201931,-0.006896551724137945,2024-07,-0.08868533361090868
2024-07-12,178.56,184.16,178.5,182.83,4785565.0,-0.0002734033245843648,-0.0022919508867665916,2024-07,-0.08868533361090868
2024-07-11,177.65,179.44,176.62,178.31,2807145.0,-0.024722419734179324,-0.03730698628657814,2024-07,-0.08868533361090868
2024-07-10,176.6,178.22,174.45,177.84,3462182.0,-0.0026358588974257913,-0.05126700453454247,2024-07,-0.08868533361090868
2024-07-09,177.6,177.7,175.58,176.48,2513305.0,-0.007647323436797193,-0.05021258274581564,2024-07,-0.08868533361090868
2024-07-08,176.41,178.59,176.01,177.64,2503038.0,0.006572982774252001,-0.02865266841644798,2024-07,-0.08868533361090868
2024-07-05,175.74,176.09,173.95,176.02,2085970.0,-0.009119567664940154,-0.037247716457911695,2024-07,-0.08868533361090868
2024-07-03,177.88,177.98,175.17,175.73,1649049.0,-0.0016475400522668604,-0.014469182883741882,2024-07,-0.08868533361090868
2024-07-02,174.84,177.485,174.32,177.3,2883275.0,0.008934160359642673,-0.0030364372469635637,2024-07,-0.08868533361090868
2024-07-01,173.45,176.46,173.38,175.1,3320961.0,-0.012408347433728206,-0.007819582955575721,2024-07,-0.08868533361090868
2024-06-28,170.85,173.46,170.53,172.95,4193459.0,-0.012278697886921819,-0.026401711326277888,2024-06,-0.04434807747904011
2024-06-27,171.12,172.5,170.48,170.85,2894001.0,-0.012142237640936693,-0.02937166231110111,2024-06,-0.04434807747904011
2024-06-26,171.28,172.68,170.41,171.87,2779016.0,0.005970149253731405,-0.021965515279121273,2024-06,-0.04434807747904011
2024-06-25,175.14,175.7526,171.42,172.6,4119267.0,0.004247396287891947,-0.026508742244782946,2024-06,-0.04434807747904011
2024-06-24,175.0,178.4599,174.15,175.01,4864735.0,0.013962920046350025,-0.0005139920045688084,2024-06,-0.04434807747904011
2024-06-21,173.97,174.96,171.4,172.46,10182025.0,-0.014570595965944677,-0.0028331887828850766,2024-06,-0.04434807747904011
2024-06-20,174.08,174.28,171.22,173.92,4723078.0,0.00846573118404259,0.01796897863623048,2024-06,-0.04434807747904011
2024-06-18,170.0,170.75,168.38,170.55,3386442.0,-0.01937672493100262,-0.007680223424681443,2024-06,-0.04434807747904011
2024-06-17,168.76,169.72,167.5,169.5,3239815.0,-0.006156552330694898,-0.017960602549246807,2024-06,-0.04434807747904011
2024-06-14,168.29,169.47,167.23,169.21,2777717.0,-0.0017109144542772903,-0.03314096337352146,2024-06,-0.04434807747904011
2024-06-13,169.01,169.59,168.335,169.12,3525717.0,-0.0005318834584244758,-0.019366809695001708,2024-06,-0.04434807747904011
2024-06-12,171.35,172.47,168.101,169.0,3522698.0,-0.0007095553453169146,-0.028288868445262128,2024-06,-0.04434807747904011
2024-06-11,169.98,170.0,166.81,169.32,2951251.0,0.0018934911242602936,-0.0072119613016711215,2024-06,-0.04434807747904011
2024-06-10,169.55,170.76,168.88,170.38,3444684.0,0.006260335459485011,0.005191740412979318,2024-06,-0.04434807747904011
2024-06-07,168.18,171.305,168.06,170.01,3475495.0,-0.0021716163868998883,0.00472785296377265,2024-06,-0.04434807747904011
2024-06-06,167.38,168.44,166.8,168.2,2207263.0,-0.010646432562790409,-0.005439924314096567,2024-06,-0.04434807747904011
2024-06-05,166.41,167.79,165.78,167.38,3049377.0,-0.004875148632580206,-0.00958579881656807,2024-06,-0.04434807747904011
2024-06-04,164.6,166.4,163.88,165.81,2594203.0,-0.009379854223921624,-0.020729978738483257,2024-06,-0.04434807747904011
2024-06-03,166.54,166.78,163.53,165.28,2776058.0,-0.003196429648392729,-0.029933090738349488,2024-06,-0.04434807747904011
2024-05-31,165.7,166.97,163.84,166.85,4905002.0,0.009499031945788827,-0.01858714193282751,2024-05,-0.014504045549895041
2024-05-30,165.56,166.73,164.23,165.63,3852963.0,-0.007311956847467771,-0.015279429250891763,2024-05,-0.014504045549895041
2024-05-29,168.0,168.63,166.21,167.05,4206576.0,0.008573326088269217,-0.001971561715855996,2024-05,-0.014504045549895041
2024-05-28,170.44,171.085,168.65,169.66,2629645.0,0.01562406465130195,0.02321934744587173,2024-05,-0.014504045549895041
2024-05-24,171.48,172.01,170.21,170.89,2587829.0,0.007249793705057073,0.033942400774443326,2024-05,-0.014504045549895041
2024-05-23,175.39,175.46,170.435,170.67,3341335.0,-0.0012873778453975637,0.02289481570272689,2024-05,-0.014504045549895041
2024-05-22,173.39,174.99,172.76,173.69,3294900.0,0.0176949668951778,0.04866268188130163,2024-05,-0.014504045549895041
2024-05-21,169.94,174.97,169.94,173.47,6459800.0,-0.001266624445851794,0.0384316073032025,2024-05,-0.014504045549895041
2024-05-20,169.0,170.16,168.38,169.92,2726261.0,-0.020464633654234232,0.0015324767181421617,2024-05,-0.014504045549895041
2024-05-17,168.97,169.11,167.33,169.03,2956387.0,-0.0052377589453860285,-0.010884194511088907,2024-05,-0.014504045549895041
2024-05-16,168.26,169.63,167.79,168.97,3492267.0,-0.00035496657398093046,-0.009960742954239099,2024-05,-0.014504045549895041
2024-05-15,167.94,168.35,167.34,168.26,4468823.0,-0.0042019293365687105,-0.031262594277160494,2024-05,-0.014504045549895041
2024-05-14,167.86,168.13,166.48,167.36,2600967.0,-0.005348864852014579,-0.0352222286274283,2024-05,-0.014504045549895041
2024-05-13,167.5,168.06,166.76,167.56,2414859.0,0.001195028680688326,-0.01388888888888884,2024-05,-0.014504045549895041
2024-05-10,167.13,168.07,166.32,167.15,2255370.0,-0.00244688469801857,-0.011122285984736413,2024-05,-0.014504045549895041
2024-05-09,167.5,167.55,165.88,166.27,4266616.0,-0.005264732276398454,-0.015979167899627056,2024-05,-0.014504045549895041
2024-05-08,168.01,170.26,167.9,169.9,3522011.0,0.02183196006495458,0.009746820397004807,2024-05,-0.014504045549895041
2024-05-07,169.0,169.29,167.94,168.38,3155260.0,-0.008946439081812918,0.006094646271510351,2024-05,-0.014504045549895041
2024-05-06,166.5,168.67,166.38,168.61,4222266.0,0.001365957952250918,0.006266412031511237,2024-05,-0.014504045549895041
2024-05-03,165.0,166.61,164.92,165.71,3400405.0,-0.017199454362137545,-0.008615016452288349,2024-05,-0.014504045549895041
2024-05-02,164.35,164.88,162.62,164.69,3829853.0,-0.0061553316034036465,-0.00950261622661941,2024-05,-0.014504045549895041
2024-05-01,165.69,166.27,164.3,164.43,4030960.0,-0.0015787236626388923,-0.03219540906415541,2024-05,-0.014504045549895041
2024-04-30,166.49,166.76,165.2605,166.2,6011634.0,0.010764459040321084,-0.012946905808290832,2024-04,0.14217809867629377
2024-04-29,167.4,168.22,166.225,167.43,5263342.0,0.007400722021660755,-0.006998398671490436,2024-04,0.14217809867629377
2024-04-26,167.5,167.87,165.73,167.13,8983796.0,-0.0017917935853790645,0.008569187134150003,2024-04,0.14217809867629377
2024-04-25,168.2,172.45,165.66,168.91,16702150.0,0.010650391910488777,0.025623899447446696,2024-04,0.14217809867629377
2024-04-24,183.17,184.29,181.4,184.1,7616643.0,0.08992954828014921,0.11962537249893557,2024-04,0.14217809867629377
2024-04-23,182.73,184.68,179.0,182.19,5950229.0,-0.010374796306355183,0.09620938628158848,2024-04,0.14217809867629377
2024-04-22,182.45,183.315,180.45,181.9,3076451.0,-0.0015917448817168722,0.08642417726811202,2024-04,0.14217809867629377
2024-04-19,182.43,182.8,180.57,181.58,3037990.0,-0.001759208356239661,0.08645964219469882,2024-04,0.14217809867629377
2024-04-18,182.35,183.46,180.17,181.47,2886733.0,-0.0006057935896024436,0.07435912616186147,2024-04,0.14217809867629377
2024-04-17,184.16,184.67,181.78,183.1,3003033.0,0.00898220091475177,-0.00543183052688756,2024-04,0.14217809867629377
2024-04-16,185.59,185.71,182.86,183.75,4473654.0,0.0035499726925178887,0.008562489708546117,2024-04,0.14217809867629377
2024-04-15,185.57,187.48,180.88,181.25,3528140.0,-0.013605442176870763,-0.00357339197361195,2024-04,0.14217809867629377
2024-04-12,184.0,185.1699,181.685,182.27,3547378.0,0.005627586206896629,0.0037999779711421766,2024-04,0.14217809867629377
2024-04-11,186.04,186.795,184.58,185.9,2861736.0,0.01991550995775504,0.024411748498374353,2024-04,0.14217809867629377
2024-04-10,187.42,187.915,185.52,186.04,3081915.0,0.0007530930607853037,0.01605679956308026,2024-04,0.14217809867629377
2024-04-09,190.54,191.25,186.66,189.31,2790673.0,0.017576865190281676,0.030258503401360493,2024-04,0.14217809867629377
2024-04-08,189.24,190.24,188.9118,189.82,2673611.0,0.0026939939781309707,0.04728275862068965,2024-04,0.14217809867629377
2024-04-05,188.59,190.32,188.02,189.14,2012428.0,-0.0035823411653145287,0.037691337027486504,2024-04,0.14217809867629377
2024-04-04,192.0,193.28,187.34,187.94,2924438.0,-0.006344506714602849,0.01097364174287252,2024-04,0.14217809867629377
2024-04-03,188.6,191.35,188.485,190.9,2818910.0,0.015749707353410747,0.02612341431950127,2024-04,0.14217809867629377
2024-04-02,189.14,189.8,187.6,188.88,2689711.0,-0.010581456259821986,-0.0022714066874439665,2024-04,0.14217809867629377
2024-04-01,190.0,190.46,188.52,189.83,2362586.0,0.005029648454045077,5.2681487725303455e-05,2024-04,0.14217809867629377
2024-03-28,190.94,191.9299,190.34,190.96,3742169.0,0.0059526945161461065,0.009622501850481191,2024-03,-0.014453288646837134
2024-03-27,189.6,190.96,188.6,190.8,3693305.0,-0.0008378718056136769,0.015217622645525175,2024-03,-0.014453288646837134
2024-03-26,189.02,190.0,188.5,188.5,4229535.0,-0.012054507337526221,-0.012572027239392436,2024-03,-0.014453288646837134
2024-03-25,190.26,190.82,188.75,188.79,3718289.0,0.0015384615384614886,-0.000476493011435819,2024-03,-0.014453288646837134
2024-03-22,192.0,192.985,190.51,190.84,3988398.0,0.010858625986545967,0.005320549965758703,2024-03,-0.014453288646837134
2024-03-21,193.0,193.37,190.01,191.9,6013561.0,0.0055543911129742884,0.004922496857980629,2024-03,-0.014453288646837134
2024-03-20,192.87,193.98,191.31,193.96,3238643.0,0.01073475768629506,0.01656184486373169,2024-03,-0.014453288646837134
2024-03-19,191.49,193.58,190.28,193.34,5317341.0,-0.0031965353681171482,0.025676392572944406,2024-03,-0.014453288646837134
2024-03-18,191.7,193.23,190.32,191.69,5410562.0,-0.008534188476259419,0.015360983102918668,2024-03,-0.014453288646837134
2024-03-15,191.99,193.0573,190.7,191.07,8828184.0,-0.003234388857008774,0.0012051980716829558,2024-03,-0.014453288646837134
2024-03-14,196.95,197.748,192.12,193.43,4102202.0,0.01235149421677928,0.007972902553413208,2024-03,-0.014453288646837134
2024-03-13,197.55,198.1,195.32,196.7,3960737.0,0.016905340433231553,0.014126624046195024,2024-03,-0.014453288646837134
2024-03-12,192.46,199.18,192.15,197.78,5862512.0,0.005490594814438365,0.022964725354298166,2024-03,-0.014453288646837134
2024-03-11,195.09,195.38,190.88,191.73,4712688.0,-0.03058954393770863,0.0002086702488393044,2024-03,-0.014453288646837134
2024-03-08,196.06,197.77,194.38,195.95,3943113.0,0.022010118395660472,0.025540377871984044,2024-03,-0.014453288646837134
2024-03-07,197.58,198.73,196.14,196.54,4604458.0,0.003010972186782368,0.016078167812645372,2024-03,-0.014453288646837134
2024-03-06,193.5,198.13,192.96,196.16,6945818.0,-0.001933448661849968,-0.0027452974072190717,2024-03,-0.014453288646837134
2024-03-05,192.0,193.94,190.57,191.95,5653641.0,-0.0214620717781403,-0.02947719688542827,2024-03,-0.014453288646837134
2024-03-04,187.76,193.898,187.6,193.06,7938266.0,0.005782755926022398,0.006936838262139533,2024-03,-0.014453288646837134
2024-03-01,185.49,188.38,185.18,188.2,4018354.0,-0.025173521185123837,-0.03955090584332743,2024-03,-0.014453288646837134
2024-02-29,186.15,186.8495,184.69,185.03,6458487.0,-0.016843783209351648,-0.05856314236287774,2024-02,0.010106469221207396
2024-02-28,184.63,185.37,183.55,185.3,3216345.0,0.0014592228287304554,-0.0553629690048939,2024-02,0.010106469221207396
2024-02-27,184.16,185.13,182.62,184.87,3641378.0,-0.002320561252023734,-0.036884605365980594,2024-02,0.010106469221207396
2024-02-26,185.6,186.125,184.06,184.13,4620815.0,-0.004002812787364141,-0.04625505024344767,2024-02,0.010106469221207396
2024-02-23,184.9,186.455,184.57,185.72,3433800.0,0.008635203388910107,-0.013177470775770361,2024-02,0.010106469221207396
2024-02-22,182.45,184.55,181.93,184.21,5078398.0,-0.008130519060951968,-0.004431713776144375,2024-02,0.010106469221207396
2024-02-21,182.56,183.03,178.75,179.7,4728473.0,-0.02448292709407751,-0.030221262817053507,2024-02,0.010106469221207396
2024-02-20,187.64,188.77,183.06,183.44,4247181.0,0.02081246521981095,-0.007735165251257725,2024-02,0.010106469221207396
2024-02-16,186.63,188.95,185.9452,187.64,4842840.0,0.022895769733972893,0.019062618801933384,2024-02,0.010106469221207396
2024-02-15,183.62,186.98,183.62,186.87,4714301.0,-0.004103602643359516,0.006192117165625621,2024-02,0.010106469221207396
2024-02-14,185.0,185.0,182.26,183.57,3173391.0,-0.017659335366832618,-0.0034742956408447823,2024-02,0.010106469221207396
2024-02-13,184.28,184.77,182.36,183.7,4290453.0,0.0007081767173284792,0.02225932109070672,2024-02,0.010106469221207396
2024-02-12,185.9,186.48,184.03,186.16,4724021.0,0.013391399020141526,0.014827736589620555,2024-02,0.010106469221207396
2024-02-09,184.44,187.18,183.85,186.34,5064641.0,0.0009669101847873396,-0.006928160306970743,2024-02,0.010106469221207396
2024-02-08,182.63,184.55,181.49,184.36,5161185.0,-0.010625737898465104,-0.013431797506287757,2024-02,0.010106469221207396
2024-02-07,183.34,184.02,182.625,183.74,4841188.0,-0.0033629854632241107,0.0009260772457373445,2024-02,0.010106469221207396
2024-02-06,183.55,184.68,183.04,183.41,3338196.0,-0.0017960161097203553,-0.0015786608600979468,2024-02,0.010106469221207396
2024-02-05,185.51,185.78,183.255,183.42,4379602.0,5.4522654162836304e-05,-0.014718521701762022,2024-02,0.010106469221207396
2024-02-02,187.1,187.39,185.615,185.79,4055411.0,0.012921164540399044,-0.002951593860684776,2024-02,0.010106469221207396
2024-02-01,183.63,187.51,182.71,186.9,4669444.0,0.005974487324398536,0.013777392059014959,2024-02,0.010106469221207396
