Date,close,volume,open,high,low,daily_return,weekly_return,month,monthly_return
2024-12-13,108.82,5141188,109.66,109.995,108.73,,,2024-12,0.05844513876125725
2024-12-12,109.16,3087590,110.21,110.32,108.77,0.003124425657048402,,2024-12,0.05844513876125725
2024-12-11,109.59,3820846,110.8,110.99,109.179,0.0039391718578234425,,2024-12,0.05844513876125725
2024-12-10,111.11,2941715,111.94,111.94,110.32,0.013869878638561817,,2024-12,0.05844513876125725
2024-12-09,111.86,2573886,111.71,112.6,111.28,0.006750067500675083,,2024-12,0.05844513876125725
2024-12-06,112.1,2808968,113.84,114.345,111.95,0.0021455390666904606,0.0301415181032898,2024-12,0.05844513876125725
2024-12-05,114.01,2178872,113.21,114.4,113.0,0.01703835860838554,0.04443019421033356,2024-12,0.05844513876125725
2024-12-04,113.28,2219241,113.45,113.75,112.72,-0.006402947109902635,0.03367095537914033,2024-12,0.05844513876125725
2024-12-03,113.64,2440577,115.8,116.21,113.63,0.0031779661016948513,0.02277022770227699,2024-12,0.05844513876125725
2024-12-02,115.18,3430209,117.05,117.285,114.81,0.013551566349876865,0.029679957089218778,2024-12,0.05844513876125725
2024-11-29,117.05,1899450,117.2,117.72,116.88,0.01623545754471256,0.044157002676181945,2024-11,-0.03733447244767185
2024-11-27,117.42,2221854,117.68,118.58,117.28,0.0031610422896197754,0.02990965704762738,2024-11,-0.03733447244767185
2024-11-26,117.04,2850695,115.39,117.1,115.08,-0.003236245954692518,0.03319209039548032,2024-11,-0.03733447244767185
2024-11-25,115.0,4163088,115.05,115.895,114.17,-0.01742993848257013,0.011967617036254818,2024-11,-0.03733447244767185
2024-11-22,114.7,2008848,115.52,116.0,114.605,-0.00260869565217392,-0.004167390171904928,2024-11,-0.03733447244767185
2024-11-21,114.86,3095291,114.13,115.04,113.15,0.001394943330427223,-0.018709953011533553,2024-11,-0.03733447244767185
2024-11-20,113.74,2325529,113.44,113.9504,113.0,-0.009751001218875177,-0.03134048714018056,2024-11,-0.03733447244767185
2024-11-19,113.58,3862381,113.3,113.63,112.045,-0.0014067170740285073,-0.029562542720437568,2024-11,-0.03733447244767185
2024-11-18,113.54,5031108,111.99,113.68,111.67,-0.00035217467864057106,-0.012695652173912997,2024-11,-0.03733447244767185
2024-11-15,112.17,3868001,109.47,112.25,109.4,-0.0120662321648759,-0.022057541412380144,2024-11,-0.03733447244767185
2024-11-14,110.68,3685835,111.57,111.57,110.54,-0.013283409111170541,-0.03639212954901616,2024-11,-0.03733447244767185
2024-11-13,111.31,2192999,112.52,112.8,110.665,0.0056920852909287944,-0.021364515561807518,2024-11,-0.03733447244767185
2024-11-12,111.88,2876860,112.66,113.08,111.76,0.005120833707663142,-0.014967423842225824,2024-11,-0.03733447244767185
2024-11-11,112.46,3243669,112.64,114.16,112.39,0.005184125849124088,-0.00951206623216494,2024-11,-0.03733447244767185
2024-11-08,113.23,3788549,111.77,114.05,111.555,0.0068468788902722455,0.009449942052242255,2024-11,-0.03733447244767185
2024-11-07,111.08,5593517,112.64,113.21,110.31,-0.018987900733021368,0.003614022406938755,2024-11,-0.03733447244767185
2024-11-06,113.63,4236687,114.01,114.25,112.52,0.022956427799784018,0.020842691582068085,2024-11,-0.03733447244767185
2024-11-05,114.08,2558490,112.59,114.17,112.06,0.003960221772419281,0.019663925634608503,2024-11,-0.03733447244767185
2024-11-04,112.52,3050059,112.68,113.125,112.07,-0.013674614305750343,0.0005335230304108762,2024-11,-0.03733447244767185
2024-11-01,112.68,3713148,114.68,115.4,112.6,0.0014219694276573769,-0.00485736995495889,2024-11,-0.03733447244767185
2024-10-31,115.27,3835838,113.99,115.82,113.89,0.022985445509407176,0.03772056175729199,2024-10,0.00824151990977707
2024-10-30,114.0,2480010,115.03,115.27,113.82,-0.011017610826754565,0.0032561823462113892,2024-10,0.00824151990977707
2024-10-29,114.41,3478801,116.0,116.35,114.38,0.0035964912280701533,0.0028927068723703098,2024-10,0.00824151990977707
2024-10-28,117.06,2214402,117.21,118.06,117.02,0.023162310986801993,0.040348382509776126,2024-10,0.00824151990977707
2024-10-25,117.21,2406324,119.49,119.53,117.21,0.0012813941568425857,0.040202342917997846,2024-10,0.00824151990977707
2024-10-24,119.02,2283697,120.8,120.95,118.92,0.015442368398600914,0.03253231543333035,2024-10,0.00824151990977707
2024-10-23,120.57,2286423,119.79,120.61,119.38,0.013023021340951013,0.057631578947368256,2024-10,0.00824151990977707
2024-10-22,119.88,2876964,118.72,119.94,118.38,-0.005722816621050009,0.04781050607464388,2024-10,0.00824151990977707
2024-10-21,119.89,2703253,121.05,121.25,119.67,8.341675008338711e-05,0.02417563642576459,2024-10,0.00824151990977707
2024-10-18,120.76,3562383,120.74,120.85,119.62,0.0072566519309367195,0.03028751812985253,2024-10,0.00824151990977707
2024-10-17,120.58,4589986,119.78,120.81,119.48,-0.0014905597880093824,0.013107040833473471,2024-10,0.00824151990977707
2024-10-16,119.78,4776842,117.6,120.09,116.95,-0.006634599436059041,-0.006552210334245578,2024-10,0.00824151990977707
2024-10-15,117.12,2863263,116.5,118.07,115.7,-0.022207380197027837,-0.023023023023022948,2024-10,0.00824151990977707
2024-10-14,115.09,2807122,114.17,115.26,114.1,-0.01733265027322406,-0.04003670030861617,2024-10,0.00824151990977707
2024-10-11,114.17,3406690,113.4,114.33,113.12,-0.007993744026414173,-0.05457105001656182,2024-10,0.00824151990977707
2024-10-10,113.12,6301598,111.89,113.5,111.03,-0.009196811771919,-0.061867639741250535,2024-10,0.00824151990977707
2024-10-09,111.32,3601725,110.8,111.62,110.3,-0.01591230551626599,-0.0706294873935549,2024-10,0.00824151990977707
2024-10-08,110.67,4810712,111.0,111.14,110.05,-0.0058390226374415155,-0.05507172131147542,2024-10,0.00824151990977707
2024-10-07,110.23,5955048,113.79,113.79,110.12,-0.00397578386193187,-0.04222782170475281,2024-10,0.00824151990977707
2024-10-04,114.05,3513136,114.63,114.87,113.805,0.034654812664428825,-0.0010510642025051142,2024-10,0.00824151990977707
2024-10-03,115.76,3856686,116.98,117.0942,115.4753,0.014993423936869865,0.023338048090523422,2024-10,0.00824151990977707
2024-10-02,116.68,3360242,115.5,116.805,115.13,0.007947477539737458,0.04814947897951871,2024-10,0.00824151990977707
2024-10-01,116.22,3729704,115.45,116.46,114.9097,-0.003942406582104985,0.05014909189482242,2024-10,0.00824151990977707
2024-09-30,115.3,5539445,116.29,116.34,114.34,-0.007916021338840173,0.045994738274516944,2024-09,0.004249783174327919
2024-09-27,115.97,3523061,115.5,116.33,114.83,0.005810928013876948,0.016834721613327552,2024-09,0.004249783174327919
2024-09-26,115.17,3425688,115.12,116.32,114.8421,-0.006898335776493902,-0.005096751900483754,2024-09,0.004249783174327919
2024-09-25,116.21,3496737,116.6,116.76,115.374,0.009030129373968743,-0.004028111073020368,2024-09,0.004249783174327919
2024-09-24,115.98,2925377,116.5,117.765,115.835,-0.001979175630324348,-0.0020650490449147796,2024-09,0.004249783174327919
2024-09-23,117.31,2332581,116.86,117.47,116.46,0.011467494395585476,0.017432784041630622,2024-09,0.004249783174327919
2024-09-20,116.37,6277016,115.66,116.67,115.34,-0.008012957122154996,0.0034491678882471177,2024-09,0.004249783174327919
2024-09-19,115.14,3952341,115.09,115.54,113.95,-0.010569734467646308,-0.0002604845011722201,2024-09,0.004249783174327919
2024-09-18,115.88,2265346,116.63,117.175,115.29,0.006426958485322265,-0.0028396867739437504,2024-09,0.004249783174327919
