Date,close,volume,open,high,low,daily_return,weekly_return,month,monthly_return
2024-12-13,146.62,8324900,145.66,146.93,145.04,,,2024-12,0.05579047878870554
2024-12-12,146.24,6176269,147.2,147.77,146.01,-0.002591733733460666,,2024-12,0.05579047878870554
2024-12-11,146.64,13446660,148.5,148.5,146.37,0.002735229759299518,,2024-12,0.05579047878870554
2024-12-10,149.23,9398671,149.93,150.83,148.33,0.017662302236770344,,2024-12,0.05579047878870554
2024-12-09,149.6,8410303,149.29,150.89,148.44,0.002479394223681597,,2024-12,0.05579047878870554
2024-12-06,149.31,8389611,149.39,150.05,148.38,-0.0019385026737966937,0.018346746692129212,2024-12,0.05579047878870554
2024-12-05,149.52,7898098,150.0,150.38,148.95,0.0014064697609001975,0.02242888402625831,2024-12,0.05579047878870554
2024-12-04,150.47,10333110,151.29,151.56,149.75,0.006353665061530123,0.02611838516093834,2024-12,0.05579047878870554
2024-12-03,152.36,8674415,154.8,154.8,152.305,0.01256064331760487,0.02097433491925238,2024-12,0.05579047878870554
2024-12-02,154.8,6946494,154.75,155.0,153.9258,0.016014702021527993,0.03475935828877019,2024-12,0.05579047878870554
2024-11-29,155.01,5687821,154.89,155.67,154.169,0.0013565891472866465,0.03817560779586082,2024-11,0.03303012708857496
2024-11-27,155.4,4140444,154.63,156.63,154.6,0.0025159667118250795,0.0393258426966292,2024-11,0.03303012708857496
2024-11-26,154.52,5683499,155.16,155.25,153.16,-0.005662805662805637,0.02691566425201053,2024-11,0.03303012708857496
2024-11-25,155.78,12256240,155.17,157.035,155.14,0.00815428423505038,0.02244683644001033,2024-11,0.03303012708857496
2024-11-22,155.17,8265961,155.9,157.115,154.11,-0.003915778662216041,0.0023901808785529166,2024-11,0.03303012708857496
2024-11-21,155.5,10141060,153.62,156.06,152.81,0.0021266997486628636,0.003161086381523903,2024-11,0.03303012708857496
2024-11-20,153.11,9061274,153.03,153.25,151.81,-0.01536977491961411,-0.01473616473616468,2024-11,0.03303012708857496
2024-11-19,153.0,8233678,153.945,153.99,152.05,-0.0007184377245118556,-0.009836914315299095,2024-11,0.03303012708857496
2024-11-18,154.77,7514177,152.59,155.33,152.33,0.011568627450980529,-0.00648350237514439,2024-11,0.03303012708857496
2024-11-15,154.0,11328520,150.9,154.43,150.9,-0.004975124378109541,-0.007540117290713355,2024-11,0.03303012708857496
2024-11-14,151.87,7716385,153.18,153.5918,150.76,-0.01383116883116875,-0.02334405144694529,2024-11,0.03303012708857496
2024-11-13,153.24,7162233,152.5,153.51,151.4245,0.009020873115164418,0.0008490627653321425,2024-11,0.03303012708857496
2024-11-12,152.64,7181408,154.53,155.04,152.37,-0.003915426781519349,-0.0023529411764706687,2024-11,0.03303012708857496
2024-11-11,155.04,7146759,155.62,157.58,154.91,0.01572327044025168,0.0017445241325837468,2024-11,0.03303012708857496
2024-11-08,155.47,8926134,157.0,157.08,155.41,0.002773477812177516,0.009545454545454524,2024-11,0.03303012708857496
2024-11-07,156.73,7522812,158.47,158.75,156.51,0.008104457451598268,0.0320010535326265,2024-11,0.03303012708857496
2024-11-06,157.88,8926601,159.9,160.85,157.355,0.007337459324953777,0.03027930044374827,2024-11,0.03303012708857496
