Date,close,volume,open,high,low,daily_return,weekly_return,month,monthly_return
2024-12-13,248.13,33155290,247.815,249.2902,246.24,,,2024-12,-0.034417442469673126
2024-12-12,247.96,32777530,246.89,248.74,245.68,-0.000685124733002862,,2024-12,-0.034417442469673126
2024-12-11,246.49,45205810,247.96,250.8,246.2601,-0.005928375544442699,,2024-12,-0.034417442469673126
2024-12-10,247.77,36914810,246.89,248.21,245.34,0.00519290843441933,,2024-12,-0.034417442469673126
2024-12-09,246.75,44649230,241.83,247.24,241.75,-0.0041167211526819125,,2024-12,-0.034417442469673126
2024-12-06,242.84,36870620,242.905,244.63,242.08,-0.01584599797365749,-0.021319469632853694,2024-12,-0.034417442469673126
2024-12-05,243.04,40033880,243.99,244.54,242.13,0.0008235875473563414,-0.01984190998548163,2024-12,-0.034417442469673126
2024-12-04,243.01,44383940,242.87,244.11,241.25,-0.00012343647136270341,-0.014118219806077414,2024-12,-0.034417442469673126
2024-12-03,242.65,38861020,239.81,242.76,238.9,-0.0014814205176740813,-0.020664325786011184,2024-12,-0.034417442469673126
2024-12-02,239.59,48137100,237.27,240.79,237.16,-0.012610756233257803,-0.02901722391084094,2024-12,-0.034417442469673126
2024-11-29,237.33,28481380,234.805,237.81,233.97,-0.009432781000876411,-0.02268983692966564,2024-11,-0.06075928032697095
2024-11-27,234.93,33498440,234.465,235.69,233.8101,-0.01011250158007837,-0.03336899275839367,2024-11,-0.06075928032697095
2024-11-26,235.06,45986190,233.33,235.57,233.33,0.0005533563189035196,-0.03271470309863789,2024-11,-0.06075928032697095
2024-11-25,232.87,90152830,231.46,233.245,229.74,-0.009316770186335366,-0.04030496600041211,2024-11,-0.06075928032697095
2024-11-22,229.87,38168250,228.06,230.7199,228.06,-0.012882724266758294,-0.040569305897575014,2024-11,-0.06075928032697095
2024-11-21,228.52,42108330,228.88,230.155,225.7103,-0.005872884673946088,-0.037121307883537735,2024-11,-0.06075928032697095
2024-11-20,229.0,35169570,228.06,229.93,225.89,0.002100472606336279,-0.02524156131613675,2024-11,-0.06075928032697095
2024-11-19,228.28,36211770,226.98,230.16,226.66,-0.003144104803493475,-0.02884369948098353,2024-11,-0.06075928032697095
2024-11-18,228.02,44686020,225.25,229.74,225.17,-0.001138952164009055,-0.020827070897925903,2024-11,-0.06075928032697095
2024-11-15,225.0,47923700,226.4,226.92,224.27,-0.013244452241031546,-0.02118588767564278,2024-11,-0.06075928032697095
2024-11-14,228.22,44923940,225.02,228.87,225.0,0.014311111111111163,-0.0013127953789603408,2024-11,-0.06075928032697095
2024-11-13,225.12,48566220,224.01,226.65,222.76,-0.013583384453597414,-0.016943231441048034,2024-11,-0.06075928032697095
2024-11-12,224.23,40398300,224.55,225.59,223.355,-0.003953447050462078,-0.017741370247065014,2024-11,-0.06075928032697095
2024-11-11,224.23,42005600,225.0,225.7,221.5,0.0,-0.01662134900447343,2024-11,-0.06075928032697095
2024-11-08,226.96,38328820,227.17,228.66,226.405,0.012174998885073451,0.008711111111111114,2024-11,-0.06075928032697095
2024-11-07,227.48,42137690,224.625,227.875,224.57,0.0022911526260132042,-0.003242485321181321,2024-11,-0.06075928032697095
2024-11-06,222.72,54561120,222.61,226.065,221.19,-0.02092491647617367,-0.010660980810234588,2024-11,-0.06075928032697095
2024-11-05,223.45,28111340,221.795,223.95,221.14,0.0032776580459770166,-0.0034785711100209227,2024-11,-0.06075928032697095
2024-11-04,222.01,44944470,220.99,222.79,219.71,-0.006444394719176572,-0.009900548543905763,2024-11,-0.06075928032697095
2024-11-01,222.91,65276740,220.965,225.35,220.27,0.004053871447232238,-0.017844554106450472,2024-11,-0.06075928032697095
2024-10-31,225.91,64370090,229.34,229.83,225.37,0.01345834641783683,-0.0069017056444522495,2024-10,0.001327962462927765
2024-10-30,230.1,47070910,232.61,233.47,229.55,0.01854720906555718,0.03313577586206895,2024-10,0.001327962462927765
2024-10-29,233.67,35417250,233.1,234.325,232.32,0.015514993481095196,0.04573730140971133,2024-10,0.001327962462927765
2024-10-28,233.4,36087130,233.32,234.73,232.55,-0.0011554756708177516,0.05130399531552632,2024-10,0.001327962462927765
2024-10-25,231.41,38802300,229.74,233.22,229.57,-0.008526135389888667,0.038131981517204316,2024-10,0.001327962462927765
2024-10-24,230.57,31109500,229.98,230.82,228.41,-0.003629920919580032,0.020627683590810575,2024-10,0.001327962462927765
2024-10-23,230.76,52286980,234.08,235.144,227.76,0.0008240447586416177,0.002868318122555502,2024-10,0.001327962462927765
2024-10-22,235.86,38846580,233.885,236.22,232.6,0.02210088403536159,0.009372191552189157,2024-10,0.001327962462927765
